long,lat,group,order,region,subregion
-120.07428,24.31865,64,16783,alaska,NA
-120.07598,26.69384,64,15668,alaska,NA
-120.07961,26.81057,64,15691,alaska,NA
-120.08216,26.7055,64,15667,alaska,NA
-120.08577,28.46551,64,15818,alaska,NA
-120.08667,28.44606,64,15817,alaska,NA
-120.08747,28.748,64,15833,alaska,NA
-120.09098,24.24105,71,17259,alaska,NA
-120.09738,28.21005,64,15807,alaska,NA
-120.09778,28.51948,64,15821,alaska,NA
-120.09828,28.32905,64,15809,alaska,NA
-120.09846,28.76543,64,15834,alaska,NA
-120.09973,24.39591,71,17254,alaska,NA
-120.1019,26.49999,64,15653,alaska,NA
-120.10377,28.42677,64,15816,alaska,NA
-120.10734,26.71603,64,15665,alaska,NA
-120.10811,26.47357,64,15652,alaska,NA
-120.10813,26.74842,64,15685,alaska,NA
-120.11442,26.70737,64,15663,alaska,NA
-120.11982,28.72953,64,15832,alaska,NA
-120.12028,26.75197,64,15686,alaska,NA
-120.12147,26.81591,64,15692,alaska,NA
-120.12195,26.74186,64,15664,alaska,NA
-120.12777,26.48821,64,15654,alaska,NA
-120.12777,28.27037,64,15808,alaska,NA
-120.12787,28.42422,64,15815,alaska,NA
-120.12791,24.22488,71,17260,alaska,NA
-120.1283,26.85615,64,15695,alaska,NA
-120.13087,26.74612,64,15687,alaska,NA
-120.13187,26.85756,64,15697,alaska,NA
-120.13196,26.93883,64,15704,alaska,NA
-120.13286,26.94493,64,15707,alaska,NA
-120.13446,26.79536,64,15693,alaska,NA
-120.13625,26.91621,64,15703,alaska,NA
-120.13953,26.87556,64,15696,alaska,NA
-120.14036,28.37626,64,15810,alaska,NA
-120.14129,28.49373,64,15813,alaska,NA
-120.14678,26.90331,64,15701,alaska,NA
-120.14763,26.6542,64,15661,alaska,NA
-120.14774,26.688,64,15662,alaska,NA
-120.14791,26.83628,64,15698,alaska,NA
-120.14815,26.7366,64,15688,alaska,NA
-120.1508,24.40366,71,17253,alaska,NA
-120.15178,26.87977,64,15700,alaska,NA
-120.15276,26.59201,64,15658,alaska,NA
-120.1537,26.88444,64,15709,alaska,NA
-120.1539,26.74383,64,15689,alaska,NA
-120.15609,26.82423,64,15694,alaska,NA
-120.15682,26.90628,64,15702,alaska,NA
-120.16207,26.90912,64,15708,alaska,NA
-120.16397,28.44151,64,15814,alaska,NA
-120.16407,28.46765,64,15812,alaska,NA
-120.16446,28.43585,64,15811,alaska,NA
-120.16507,26.56217,64,15657,alaska,NA
-120.16691,26.76021,64,15690,alaska,NA
-120.16702,28.74176,64,15831,alaska,NA
-120.1788,26.53393,64,15655,alaska,NA
-120.18279,26.84082,64,15711,alaska,NA
-120.18401,27.11905,64,15728,alaska,NA
-120.18537,26.8586,64,15699,alaska,NA
-120.18709,27.22472,64,15730,alaska,NA
-120.18848,26.55658,64,15656,alaska,NA
-120.19178,26.86237,64,15710,alaska,NA
-120.19394,26.80732,64,15712,alaska,NA
-120.20463,27.17847,64,15729,alaska,NA
-120.20505,26.57916,64,15659,alaska,NA
-120.20709,28.68471,64,15829,alaska,NA
-120.20951,28.71199,64,15830,alaska,NA
-120.22413,26.89535,64,15715,alaska,NA
-120.22559,28.56168,64,15822,alaska,NA
-120.22582,27.05911,64,15725,alaska,NA
-120.23278,24.37433,71,17252,alaska,NA
-120.23293,26.82917,64,15713,alaska,NA
-120.23391,26.87929,64,15714,alaska,NA
-120.23467,26.60586,64,15660,alaska,NA
-120.24237,26.99344,64,15719,alaska,NA
-120.24358,26.96863,64,15718,alaska,NA
-120.25328,24.23204,71,17244,alaska,NA
-120.25328,24.23204,71,17261,alaska,NA
-120.25341,24.34486,71,17251,alaska,NA
-120.25534,28.68785,64,15828,alaska,NA
-120.2559,28.70552,64,15825,alaska,NA
-120.25782,27.00945,64,15720,alaska,NA
-120.26606,27.07977,64,15726,alaska,NA
-120.26859,26.91951,64,15716,alaska,NA
-120.27265,26.9547,64,15717,alaska,NA
-120.27787,27.11702,64,15727,alaska,NA
-120.29016,26.38173,70,17231,alaska,NA
-120.29181,28.68239,64,15826,alaska,NA
-120.2963,27.07839,64,15723,alaska,NA
-120.29708,27.04668,64,15724,alaska,NA
-120.29819,26.50905,70,17227,alaska,NA
-120.29844,28.66144,64,15827,alaska,NA
-120.30422,24.17203,71,17245,alaska,NA
-120.30456,26.99253,64,15721,alaska,NA
-120.30717,28.64085,64,15823,alaska,NA
-120.30731,28.6791,64,15824,alaska,NA
-120.30824,26.35293,70,17232,alaska,NA
-120.30829,26.4312,70,17229,alaska,NA
-120.31033,24.36125,71,17250,alaska,NA
-120.31111,27.03012,64,15722,alaska,NA
-120.31514,26.45943,70,17228,alaska,NA
-120.32011,26.42015,70,17230,alaska,NA
-120.36232,24.15637,71,17246,alaska,NA
-120.36562,24.26728,71,17249,alaska,NA
-120.36801,26.53118,70,17226,alaska,NA
-120.37133,26.5645,70,17225,alaska,NA
-120.37133,26.5645,70,17243,alaska,NA
-120.40644,24.17406,71,17247,alaska,NA
-120.4095,26.32889,70,17234,alaska,NA
-120.41001,26.30754,70,17235,alaska,NA
-120.42209,24.2401,71,17248,alaska,NA
-120.42947,26.54414,70,17242,alaska,NA
-120.43582,26.34529,70,17233,alaska,NA
-120.44564,26.56158,70,17241,alaska,NA
-120.51046,26.53068,70,17240,alaska,NA
-120.52125,26.50175,70,17239,alaska,NA
-120.58898,26.42762,70,17236,alaska,NA
-120.61572,27.76955,68,17162,alaska,NA
-120.61962,26.46202,70,17237,alaska,NA
-120.63571,26.51917,70,17238,alaska,NA
-120.65586,27.71654,68,17163,alaska,NA
-120.69817,23.96906,95,17693,alaska,NA
-120.69866,27.78273,68,17161,alaska,NA
-120.72213,24.00722,75,17402,alaska,NA
-120.73114,24.02656,75,17400,alaska,NA
-120.73181,23.91878,95,17691,alaska,NA
-120.73181,23.91878,95,17694,alaska,NA
-120.73373,24.00071,75,17401,alaska,NA
-120.73436,27.74209,68,17164,alaska,NA
-120.74462,23.95554,95,17692,alaska,NA
-120.74554,23.90983,75,17410,alaska,NA
-120.7536,23.95086,75,17409,alaska,NA
-120.75388,24.04032,75,17398,alaska,NA
-120.75515,24.01755,75,17399,alaska,NA
-120.76496,23.92665,75,17408,alaska,NA
-120.77286,23.944,75,17407,alaska,NA
-120.77667,23.99604,75,17397,alaska,NA
-120.78826,23.95217,75,17404,alaska,NA
-120.7906,23.91928,75,17406,alaska,NA
-120.79859,23.95746,75,17403,alaska,NA
-120.80291,24.03142,75,17394,alaska,NA
-120.80505,23.89609,75,17411,alaska,NA
-120.8089,23.92959,75,17405,alaska,NA
-120.81045,23.97707,75,17396,alaska,NA
-120.81208,27.65916,68,17165,alaska,NA
-120.81501,24.01388,75,17395,alaska,NA
-120.8203,23.86076,75,17412,alaska,NA
-120.82075,27.90305,68,17159,alaska,NA
-120.82086,27.92717,68,17158,alaska,NA
-120.82129,27.7349,68,17166,alaska,NA
-120.83236,23.85746,75,17365,alaska,NA
-120.83236,23.85746,75,17414,alaska,NA
-120.8341,23.8856,75,17413,alaska,NA
-120.83427,27.88491,68,17160,alaska,NA
-120.83596,24.05252,75,17393,alaska,NA
-120.8384,23.93587,75,17390,alaska,NA
-120.83899,23.84152,75,17367,alaska,NA
-120.84599,23.86849,75,17366,alaska,NA
-120.84892,27.74745,68,17167,alaska,NA
-120.85034,27.97346,68,17157,alaska,NA
-120.85963,23.82965,75,17369,alaska,NA
-120.86291,23.87702,75,17368,alaska,NA
-120.86306,23.90188,75,17388,alaska,NA
-120.86529,23.93221,75,17389,alaska,NA
-120.87966,27.81067,68,17168,alaska,NA
-120.88145,23.93713,75,17387,alaska,NA
-120.88769,23.84539,75,17370,alaska,NA
-120.90261,23.86666,75,17382,alaska,NA
-120.90633,23.90299,75,17384,alaska,NA
-120.90803,23.95781,75,17391,alaska,NA
-120.91015,23.93811,75,17386,alaska,NA
-120.91051,27.97906,68,17156,alaska,NA
-120.91907,23.9247,75,17385,alaska,NA
-120.93231,24.00169,75,17392,alaska,NA
-120.94334,23.89854,75,17383,alaska,NA
-120.94677,23.82805,75,17371,alaska,NA
-120.94892,23.84816,75,17380,alaska,NA
-120.95136,23.86997,75,17381,alaska,NA
-120.96494,27.94674,68,17155,alaska,NA
-120.96625,27.90202,68,17169,alaska,NA
-120.98011,23.85365,75,17379,alaska,NA
-120.98755,23.82858,75,17378,alaska,NA
-121.00726,27.89871,68,17142,alaska,NA
-121.00726,27.89871,68,17170,alaska,NA
-121.0199,23.84468,75,17377,alaska,NA
-121.02412,23.81988,75,17376,alaska,NA
-121.02693,27.98577,68,17154,alaska,NA
-121.03255,23.7744,75,17372,alaska,NA
-121.03885,27.99215,68,17150,alaska,NA
-121.05625,27.99679,68,17151,alaska,NA
-121.05791,27.97722,68,17153,alaska,NA
-121.0653,27.9863,68,17152,alaska,NA
-121.06878,28.06069,68,17148,alaska,NA
-121.06952,23.83059,75,17375,alaska,NA
-121.07017,23.77148,75,17373,alaska,NA
-121.07188,28.02066,68,17149,alaska,NA
-121.07866,28.06153,68,17147,alaska,NA
-121.08039,27.86579,68,17143,alaska,NA
-121.08745,23.87749,78,17498,alaska,NA
-121.08745,23.87749,78,17511,alaska,NA
-121.09222,28.01409,68,17146,alaska,NA
-121.10444,23.83357,78,17499,alaska,NA
-121.10653,23.80301,75,17374,alaska,NA
-121.12184,27.8981,68,17144,alaska,NA
-121.12733,27.95637,68,17145,alaska,NA
-121.13055,23.9106,78,17510,alaska,NA
-121.20748,23.78917,78,17500,alaska,NA
-121.21081,23.88611,78,17509,alaska,NA
-121.22258,23.80077,78,17507,alaska,NA
-121.23449,23.83198,78,17508,alaska,NA
-121.25721,23.71983,78,17501,alaska,NA
-121.27991,23.81387,78,17506,alaska,NA
-121.32226,23.73746,78,17504,alaska,NA
-121.32405,23.76988,78,17505,alaska,NA
-121.35333,23.68972,78,17503,alaska,NA
-121.40959,23.64986,78,17502,alaska,NA
-121.50768,26.72374,89,17650,alaska,NA
-121.52199,26.72095,89,17643,alaska,NA
-121.52199,26.72095,89,17651,alaska,NA
-121.53306,26.76102,89,17649,alaska,NA
-121.57818,26.74274,89,17644,alaska,NA
-121.60734,26.81561,89,17648,alaska,NA
-121.60874,26.86517,89,17647,alaska,NA
-121.63831,26.84482,89,17646,alaska,NA
-121.64338,26.82793,89,17645,alaska,NA
-122.52063,23.6523,79,17513,alaska,NA
-122.5437,23.61718,79,17514,alaska,NA
-122.55113,23.69916,79,17512,alaska,NA
-122.55113,23.69916,79,17532,alaska,NA
-122.55988,23.5715,79,17516,alaska,NA
-122.57269,23.62344,79,17515,alaska,NA
-122.57969,23.63327,79,17530,alaska,NA
-122.62141,23.58296,79,17518,alaska,NA
-122.62187,23.67171,79,17531,alaska,NA
-122.63343,23.58948,79,17517,alaska,NA
-122.63431,23.56093,79,17519,alaska,NA
-122.64543,23.60597,79,17528,alaska,NA
-122.65034,23.56356,79,17521,alaska,NA
-122.6543,23.62303,79,17529,alaska,NA
-122.65434,23.58739,79,17520,alaska,NA
-122.66601,23.59432,79,17527,alaska,NA
-122.69711,23.58089,79,17522,alaska,NA
-122.70461,23.56257,79,17523,alaska,NA
-122.73751,23.61548,79,17526,alaska,NA
-122.77002,23.5861,79,17525,alaska,NA
-122.83994,23.59967,79,17524,alaska,NA
-123.09421,23.58978,83,17592,alaska,NA
-123.10331,23.548,83,17593,alaska,NA
-123.11099,23.65545,83,17589,alaska,NA
-123.11473,23.62577,83,17590,alaska,NA
-123.11849,23.56154,83,17594,alaska,NA
-123.14011,23.61047,83,17591,alaska,NA
-123.15331,23.61211,83,17587,alaska,NA
-123.1593,23.58476,83,17585,alaska,NA
-123.16148,23.65282,83,17588,alaska,NA
-123.17287,23.6056,83,17586,alaska,NA
-123.1853,23.58609,83,17583,alaska,NA
-123.19219,23.56465,83,17596,alaska,NA
-123.19474,23.51948,83,17595,alaska,NA
-123.20212,23.60575,83,17584,alaska,NA
-123.2274,23.51996,83,17581,alaska,NA
-123.2274,23.51996,83,17597,alaska,NA
-123.22892,23.55095,83,17582,alaska,NA
-123.3552,23.66684,85,17612,alaska,NA
-123.39956,23.65279,85,17613,alaska,NA
-123.40396,23.67219,85,17611,alaska,NA
-123.42097,23.7135,85,17610,alaska,NA
-123.43627,23.65309,85,17608,alaska,NA
-123.4406,23.58187,85,17606,alaska,NA
-123.4406,23.58187,85,17614,alaska,NA
-123.4768,23.62274,85,17607,alaska,NA
-123.48342,23.71364,85,17609,alaska,NA
